time(s),48.0Hz,48.25Hz,48.5Hz,48.75Hz,49.0Hz,49.25Hz,49.5Hz,49.75Hz,50.0Hz,50.25Hz,50.5Hz,50.75Hz,51.0Hz,51.25Hz,51.5Hz,51.75Hz,52.0Hz
0.1798,-28.7652,13.4019,54.5072,91.2934,120.8458,140.8227,149.6412,146.6024,131.9473,106.837,73.2612,33.8804,-8.185,-49.6019,-87.0884,-117.6743,-138.9359
0.18,-19.8385,22.4303,62.9178,98.4089,126.085,143.7484,149.9963,144.3327,127.2072,99.9799,64.8129,24.4989,-17.7606,-58.6097,-94.8044,-123.4705,-142.3314
0.1802,-10.8395,31.3762,71.0948,105.1551,130.8462,146.1236,149.7713,141.499,121.9651,92.7242,56.1036,15.0178,-27.2632,-67.3745,-102.1235,-128.7447,-145.1194
0.1804,-1.8011,40.2068,79.0078,111.5068,135.1116,147.9394,148.967,138.1125,116.2417,85.099,47.1685,5.4756,-36.654,-75.8599,-109.015,-133.4746,-147.2879
0.1806,7.2438,48.8897,86.6274,117.4401,138.8648,149.1887,147.5865,134.1864,110.0595,77.1345,38.0434,-4.0888,-45.8942,-84.0308,-115.4501,-137.6403,-148.8277
0.1808,16.2624,57.3928,93.9253,122.9328,142.0916,149.8667,145.6351,129.7359,103.4429,68.8626,28.7652,-13.6366,-54.946,-91.8533,-121.4018,-141.2241,-149.7322
0.181,25.2218,65.6851,100.8744,127.9644,144.7799,149.9708,143.1204,124.7786,96.4181,60.3161,19.3713,-23.129,-63.7721,-99.2949,-126.8452,-144.2109,-149.9977
0.1812,34.0895,73.7359,107.4489,132.5158,146.9194,149.5007,140.0521,119.3337,89.0128,51.5293,9.8993,-32.5273,-72.3365,-106.3249,-131.7576,-146.588,-149.6228
0.1814,42.8332,81.5157,113.6245,136.5701,148.5021,148.4582,136.442,113.4226,81.2562,42.537,0.3875,-41.7934,-80.6038,-112.914,-136.1183,-148.3454,-148.6093
0.1816,51.4211,88.996,119.3781,140.112,149.5219,146.8472,132.3042,107.0683,73.1789,33.3752,-9.1259,-50.8895,-88.5401,-119.0349,-139.9091,-149.4757,-146.9615
0.1818,59.822,96.1491,124.6884,143.1282,149.9749,144.6739,127.6547,100.2956,64.8129,24.0804,-18.6026,-59.7787,-96.113,-124.6622,-143.1141,-149.974,-144.6864
0.182,68.0053,102.9489,129.5357,145.6075,149.8595,141.9467,122.5113,93.1311,56.191,14.6895,-28.0043,-68.4249,-103.2912,-129.7727,-145.72,-149.8384,-141.7937
0.1822,75.9412,109.3704,133.902,147.5404,149.1761,138.6759,116.8941,85.6027,47.3474,5.2402,-37.2933,-76.7929,-110.0452,-134.3451,-147.7157,-149.0693,-138.2957
0.1824,83.6009,115.3899,137.7711,148.9199,147.9273,134.8741,110.8248,77.7399,38.3169,-4.2301,-46.4322,-84.8487,-116.3475,-138.3605,-149.093,-147.67,-134.2074
0.1826,90.9566,120.9853,141.1286,149.7406,146.1177,130.5559,104.3267,69.5733,29.1352,-13.6835,-55.3842,-92.5595,-122.172,-141.8022,-149.8461,-145.6464,-129.5463
0.1828,97.9814,126.136,143.962,149.9996,143.7544,125.7378,97.4252,61.1348,19.8385,-23.0824,-64.1131,-99.894,-127.4949,-144.6559,-149.9718,-143.0071,-124.3322
0.183,104.6498,130.8232,146.2608,149.6957,140.8461,120.4382,90.1468,52.4575,10.4635,-32.3893,-72.584,-106.8223,-132.2944,-146.9099,-149.4695,-139.7632,-118.5874
0.1832,110.9376,135.0296,148.0165,148.8303,137.4041,114.6775,82.5196,43.5753,1.0472,-41.567,-80.7627,-113.3163,-136.5506,-148.5547,-148.3415,-135.9285,-112.3364
0.1834,116.8219,138.7397,149.2226,147.4065,133.4412,108.4776,74.5734,34.5227,-8.3732,-50.5791,-88.6162,-119.3496,-140.2462,-149.5836,-146.5924,-131.5191,-105.6059
0.1836,122.2813,141.9399,149.8745,145.4296,128.9725,101.8624,66.3386,25.3353,-17.7606,-59.3895,-96.113,-124.8976,-143.3659,-149.9923,-144.2296,-126.5537,-98.4247
0.1838,127.2959,144.6185,149.9699,142.9072,124.015,94.8571,57.8473,16.0489,-27.0779,-67.9632,-103.2228,-129.9378,-145.8969,-149.7791,-141.2629,-121.0533,-90.8233
0.184,131.8475,146.7655,149.5084,139.8486,118.5874,87.4887,49.1322,6.6998,-36.2883,-76.2661,-109.9171,-134.4498,-147.829,-148.9448,-137.7047,-115.0412,-82.8342
0.1842,135.9196,148.3732,148.4917,136.2653,112.7104,79.7852,40.227,-2.6754,-45.3555,-84.2649,-116.1688,-138.415,-149.154,-147.493,-133.5701,-108.5427,-74.4916
0.1844,139.4973,149.4356,146.9236,132.1708,106.4061,71.7762,31.1663,-12.0403,-54.2437,-91.9278,-121.9529,-141.8176,-149.8667,-145.4296,-128.8761,-101.5853,-65.831
0.1846,142.5676,149.9487,144.81,127.5804,99.6985,63.4924,21.985,-21.3581,-62.9178,-99.2243,-127.246,-144.6435,-149.964,-142.7633,-123.6426,-94.1985,-56.8894
0.1848,145.1194,149.9108,142.1586,122.5113,92.6131,54.9654,12.7186,-30.5924,-71.3436,-106.1252,-132.0269,-146.8813,-149.4455,-139.505,-117.8915,-86.4135,-47.7049
0.185,147.1433,149.3219,138.9793,116.9827,85.1766,46.228,3.4031,-39.7072,-79.4879,-112.6032,-136.2762,-148.5219,-148.3135,-135.6683,-111.6467,-78.2631,-38.3169
0.1852,148.632,148.1842,135.2839,111.0151,77.4172,37.3136,-5.9256,-48.6669,-87.3184,-118.6323,-139.9769,-149.5587,-146.5724,-131.269,-104.9345,-69.7819,-28.7652
0.1854,149.5801,146.502,131.0862,104.6311,69.3644,28.2563,-15.2314,-57.4364,-94.8044,-124.1885,-143.1141,-149.9874,-144.2296,-126.3255,-97.783,-61.0057,-19.0909
0.1856,149.9842,144.2813,126.4017,97.8545,61.0488,19.0909,-24.4782,-65.9815,-101.9162,-129.2497,-145.6751,-149.8063,-141.2946,-120.8582,-90.2221,-51.9716,-9.335
0.1858,149.8427,141.5303,121.2478,90.7107,52.5017,9.8523,-33.6304,-74.2688,-108.6258,-133.7957,-147.6497,-149.0161,-137.7794,-114.8898,-82.2834,-42.7178,0.4608
0.186,149.1562,138.2592,115.6437,83.2267,43.7556,0.576,-42.6525,-82.2659,-114.9067,-137.8083,-149.0298,-147.6201,-133.6985,-108.4451,-74.0002,-33.2833,10.2545
0.1862,147.9273,134.4799,109.6102,75.4304,34.8437,-8.7026,-51.5096,-89.9416,-120.7341,-141.2717,-149.81,-145.6238,-129.0686,-101.5507,-65.4072,-23.7082,20.0045
0.1864,146.1602,130.2064,103.1696,67.3511,25.7997,-17.9478,-60.1675,-97.2658,-126.085,-144.1719,-149.9871,-143.0355,-123.9088,-94.2352,-56.5404,-14.0328,29.6691
0.1866,143.8616,125.4544,96.3459,59.0191,16.6579,-27.1242,-68.5926,-104.2101,-130.9383,-146.4975,-149.5603,-139.8656,-118.2403,-86.529,-47.4368,-4.2982,39.2071
0.1868,141.0397,120.2413,89.1645,50.4657,7.453,-36.1968,-76.7525,-110.7471,-135.2749,-148.2391,-148.5315,-136.1271,-112.0862,-78.4641,-38.1346,5.4547,48.5777
0.187,137.7047,114.5863,81.6519,41.7229,-1.7802,-45.1308,-84.6154,-116.8515,-139.0776,-149.3898,-146.9046,-131.8351,-105.472,-70.0738,-28.6727,15.1845,57.741
0.1872,133.869,108.5102,73.8362,32.8237,-11.0066,-53.892,-92.151,-122.4993,-142.3314,-149.945,-144.6864,-127.007,-98.4247,-61.3929,-19.0909,24.8501,66.6578
0.1874,129.5463,102.0352,65.7463,23.8013,-20.1913,-62.4469,-99.3302,-127.6684,-145.0235,-149.9025,-141.8856,-121.6626,-90.9732,-52.4575,-9.429,34.4106,75.29
0.1876,124.7524,95.1853,57.4122,14.6895,-29.2995,-70.7626,-106.1252,-132.3388,-147.1433,-149.2625,-138.5137,-115.8236,-83.1482,-43.3046,0.2723,43.8257,83.6009
0.1878,119.5048,87.9855,48.8649,5.5227,-38.2966,-78.8074,-112.5097,-136.492,-148.6823,-148.0275,-134.5841,-109.5136,-74.9819,-33.9722,9.9724,53.0555,91.555
0.188,113.8225,80.4624,40.1362,-3.6648,-47.1486,-86.5504,-118.459,-140.112,-149.6346,-146.2025,-130.1127,-102.7584,-66.5076,-24.4989,19.6308,62.061,99.1182
0.1882,107.7262,72.6436,31.2585,-12.8386,-55.8218,-93.962,-123.9501,-143.1845,-149.9963,-143.7947,-125.1175,-95.5854,-57.7603,-14.924,29.2071,70.8042,106.2584
0.1884,101.2381,64.5578,22.2646,-21.9643,-64.2835,-101.0138,-128.9618,-145.6976,-149.7661,-140.8137,-119.6186,-88.0237,-48.7758,-5.2873,38.661,79.248,112.945
0.1886,94.3818,56.2347,13.1881,-31.0075,-72.5015,-107.6789,-133.4746,-147.6414,-148.9448,-137.2714,-113.6382,-80.1042,-39.5911,4.3714,47.9531,87.3568,119.1495
0.1888,87.1822,47.7049,4.0626,-39.9344,-80.4447,-113.9316,-137.4712,-149.0083,-147.5357,-133.1819,-107.2002,-71.8589,-30.2437,14.012,57.0444,95.0962,124.8454
0.189,79.6654,38.9998,-5.0779,-48.7114,-88.083,-119.748,-140.936,-149.7931,-145.5444,-128.5616,-100.3307,-63.3215,-20.7723,23.5944,65.8968,102.4337,130.0084
0.1892,71.8589,30.1514,-14.1996,-57.3058,-95.3875,-125.106,-143.8556,-149.9925,-142.9786,-123.4288,-93.0572,-54.5267,-11.2155,33.0791,74.4734,109.3381,134.6165
0.1894,63.7911,21.1922,-23.2686,-65.6851,-102.3304,-129.9849,-146.2189,-149.6059,-139.8486,-117.804,-85.4091,-45.5102,-1.6127,42.4266,82.7381,115.7803,138.65
0.1896,55.4912,12.1551,-32.2512,-73.818,-108.8854,-134.3661,-148.0165,-148.6348,-136.1666,-111.7097,-77.4172,-36.3086,7.9968,51.5981,90.6565,121.733,142.0916
0.1898,46.9895,3.0733,-41.114,-81.6739,-115.0277,-138.2328,-149.2416,-147.083,-131.9473,-105.17,-69.1136,-26.9594,17.5734,60.5557,98.1953,127.1711,144.9267
0.19,38.3169,-6.0198,-49.8242,-89.2234,-120.7341,-141.5701,-149.8894,-144.9564,-127.2072,-98.2111,-60.5318,-17.5006,27.0779,69.2623,105.323,132.0716,147.1433
0.1902,29.5049,-15.0907,-58.3493,-96.4382,-125.9828,-144.3654,-149.9575,-142.2635,-121.9651,-90.8608,-51.7063,-7.9707,36.4712,77.6817,112.0097,136.4137,148.7317
0.1904,20.5856,-24.1062,-66.6578,-103.2912,-130.754,-146.608,-149.4455,-139.0147,-116.2417,-83.1482,-42.6726,1.5917,45.7147,85.7789,118.2274,140.1792,149.6853
0.1906,11.5914,-33.0331,-74.7187,-109.7566,-135.0296,-148.2891,-148.3555,-135.2228,-110.0595,-75.1043,-33.4671,11.1476,54.7705,93.5205,123.9501,143.352,150.0
0.1908,2.555,-41.8386,-82.5022,-115.8103,-138.7934,-149.4024,-146.6916,-130.9025,-103.4429,-66.7609,-24.1269,20.6582,63.6015,100.8744,129.1539,145.9188,149.6744
0.191,-6.4906,-50.4903,-89.9793,-121.4294,-142.0311,-149.9437,-144.4603,-126.0708,-96.4181,-58.1515,-14.6895,30.0847,72.1713,107.81,133.817,147.8687,148.7099
0.1912,-15.5126,-58.9565,-97.1223,-126.593,-144.7305,-149.9108,-141.6702,-120.7465,-89.0128,-49.3102,-5.1931,39.389,80.4447,114.2986,137.9198,149.1935,147.1106
0.1914,-24.4782,-67.206,-103.9046,-131.2817,-146.8813,-149.3039,-138.3322,-114.9504,-81.2562,-40.2724,4.3243,48.5331,88.3879,120.3133,141.4451,149.8876,144.8835
0.1916,-33.3548,-75.2085,-110.3011,-135.4778,-148.4754,-148.1253,-134.459,-108.7052,-73.1789,-31.0741,13.8243,57.4799,95.9682,125.8291,144.3782,149.948,142.0378
0.1918,-42.1101,-82.9346,-116.288,-139.1657,-149.5067,-146.3795,-130.0658,-102.0352,-64.8129,-21.7519,23.2686,66.193,103.1544,130.8232,146.7069,149.3746,138.5859
0.192,-50.7121,-90.3559,-121.8431,-142.3314,-149.9713,-144.0732,-125.1695,-94.9666,-56.191,-12.343,32.6193,74.6369,109.9171,135.2749,148.4213,148.1696,134.5425
0.1922,-59.1298,-97.4451,-126.9457,-144.9631,-149.8675,-141.2153,-119.789,-87.5269,-47.3474,-2.8849,41.8386,82.7774,116.2284,139.1657,149.5143,146.3382,129.9247
0.1924,-67.3324,-104.1762,-131.577,-147.051,-149.1957,-137.8166,-113.9452,-79.7453,-38.3169,6.5848,50.8895,90.5814,122.0626,142.4794,149.9813,143.8882,124.7524
0.1926,-75.29,-110.5244,-135.7196,-148.5872,-147.9584,-133.8902,-107.6606,-71.652,-29.1352,16.0281,59.7355,98.0171,127.3955,145.2025,149.8204,140.8299,119.0476
0.1928,-82.9738,-116.4664,-139.3583,-149.5659,-146.1602,-129.4512,-100.9596,-63.2788,-19.8385,25.4076,68.3411,105.0542,132.2054,147.3234,149.0322,137.1762,112.8346
0.193,-90.3559,-121.9804,-142.4794,-149.9835,-143.8081,-124.5164,-93.8681,-54.6584,-10.4635,34.6858,76.6715,111.6642,136.4725,148.8336,147.6201,132.9427,106.14
0.1932,-97.4092,-127.046,-145.0715,-149.8384,-140.9109,-119.1049,-86.4135,-45.8244,-1.0472,43.8257,84.6932,117.8202,140.1792,149.7266,145.5898,128.1471,98.9924
0.1934,-104.1083,-131.6448,-147.1249,-149.1311,-137.4796,-113.2373,-78.6246,-36.8113,8.3732,52.791,92.374,123.4972,143.3103,149.9988,142.9501,122.8097,91.4222
0.1936,-110.4287,-135.7597,-148.632,-147.8643,-133.5271,-106.9362,-70.5317,-27.6545,17.7606,61.5458,99.6829,128.6721,145.853,149.6491,139.7118,116.9532,83.4617
0.1938,-116.3475,-139.3757,-149.5871,-146.0428,-129.0686,-100.2255,-62.1659,-18.3895,27.0779,70.0552,106.5905,133.3238,147.7969,148.6789,135.8886,110.6022,75.1451
0.194,-121.8431,-142.4794,-149.9868,-143.6734,-124.1209,-93.1311,-53.5596,-9.0528,36.2883,78.2855,113.0689,137.4334,149.1339,147.0922,131.4964,103.7837,66.5076
0.1942,-126.8955,-145.0596,-149.8295,-140.7649,-118.7027,-85.6801,-44.7462,0.3194,45.3555,86.2037,119.0922,140.9843,149.8586,144.8956,126.5537,96.5264,57.5863
0.1944,-131.4863,-147.1065,-149.1158,-137.3283,-112.8346,-77.901,-35.7597,9.6903,54.2437,93.7782,124.636,143.962,149.968,142.0983,121.0811,88.861,48.4192
0.1946,-135.599,-148.6129,-147.8485,-133.3765,-106.5389,-69.8236,-26.6349,19.0233,62.9178,100.979,129.6781,146.3543,149.4616,138.7118,115.1016,80.82,39.0453
0.1948,-139.2184,-149.573,-146.0321,-128.9243,-99.8393,-61.4789,-17.407,28.282,71.3436,107.7772,134.1981,148.1516,148.3415,134.7502,108.6402,72.4373,29.5049
0.195,-142.3314,-149.9835,-143.6734,-123.9885,-92.7613,-52.8988,-8.1118,37.4303,79.4879,114.1459,138.1778,149.3466,146.6124,130.2298,101.724,63.7484,19.8385
0.1952,-144.9267,-149.8427,-140.7812,-118.5874,-85.3317,-44.1161,1.2147,46.4322,87.3184,120.0595,141.6013,149.9343,144.2813,125.1695,94.3818,54.79,10.0874
0.1954,-146.995,-149.1512,-137.3662,-112.7414,-77.5786,-35.1644,10.5366,55.2528,94.8044,125.4946,144.4547,149.9124,141.3577,119.5902,86.6445,45.6,0.2932
0.1956,-148.5285,-147.9116,-133.4412,-106.4725,-69.5315,-26.0782,19.8177,63.8574,101.9162,130.4294,146.7265,149.281,137.8538,113.515,78.5444,36.2172,-9.5022
0.1958,-149.5219,-146.1284,-129.0206,-99.8041,-61.2209,-16.892,29.0221,72.2126,108.6258,134.8443,148.4076,148.0427,133.7838,106.9692,70.1154,26.6812,-19.257
0.196,-149.9713,-143.8081,-124.1209,-92.7613,-52.6782,-7.6412,38.1143,80.2856,114.9067,138.7218,149.4913,146.2025,129.1646,99.9799,61.3929,17.0325,-28.9297
0.1962,-149.8753,-140.9593,-118.7603,-85.3704,-43.9359,1.6388,47.0591,88.0449,120.7341,142.0463,149.9732,143.7678,124.015,92.576,52.4134,7.3118,-38.4788
0.1964,-149.2342,-137.5924,-112.9588,-77.6593,-35.027,10.9126,55.8218,95.4602,126.085,144.8045,149.8512,140.7486,118.3562,84.7882,43.2144,-2.4399,-47.8637
0.1966,-148.0503,-133.7198,-106.7377,-69.6568,-25.9853,20.1446,64.3686,102.5025,130.9383,146.9856,149.126,137.1572,112.2114,76.649,33.8345,-12.1812,-57.0444
0.1968,-146.3279,-129.3558,-100.1203,-61.3929,-16.8452,29.2995,72.6665,109.1444,135.2749,148.5807,147.8005,133.0081,105.6059,68.1919,24.3129,-21.871,-65.9815
0.197,-144.0732,-124.5164,-93.1311,-52.8988,-7.6412,38.3422,80.6832,115.3597,139.0776,149.5836,145.8799,128.3182,98.5668,59.452,14.6895,-31.4684,-74.6369
0.1972,-141.2946,-119.2194,-85.7961,-44.2061,1.5917,47.238,88.3879,121.1244,142.3314,149.9903,143.372,123.1066,91.123,50.4657,5.0047,-40.9327,-82.9738
0.1974,-138.002,-113.4842,-78.1425,-35.3476,10.8186,55.953,95.7507,126.4158,145.0235,149.7991,140.287,117.3945,83.3051,41.2701,-4.7011,-50.224,-90.9566
0.1976,-134.2074,-107.332,-70.1987,-26.3566,20.0045,64.4538,102.7431,131.2133,147.1433,149.0107,136.6371,111.2051,75.1451,31.9034,-14.3873,-59.303,-98.551
0.1978,-129.9247,-100.7852,-61.9943,-17.2666,29.1146,72.7077,109.3381,135.498,148.6823,147.6284,132.4372,104.5635,66.6765,22.4044,-24.0132,-68.1312,-105.7248
0.198,-125.1695,-93.8681,-53.5596,-8.1118,38.1143,80.6832,115.5102,139.2534,149.6346,145.6576,127.7041,97.4968,57.9342,12.8125,-33.5386,-76.6715,-112.4474
0.1982,-119.959,-86.606,-44.9261,1.0734,46.9696,88.3498,121.2355,142.4647,149.9963,143.1063,122.4569,90.0337,48.954,3.1675,-42.9235,-84.8876,-118.6899
0.1984,-114.3122,-79.0256,-36.1257,10.2545,55.6468,95.6781,126.4918,145.1194,149.7661,139.9845,116.7167,82.2046,39.7728,-6.4906,-52.1287,-92.7448,-124.4259
0.1986,-108.2495,-71.1547,-27.1912,19.3972,64.1131,102.6401,131.2589,147.207,148.9448,136.3047,110.5067,74.0412,30.4283,-16.1218,-61.1157,-100.21,-129.6307
0.1988,-101.7932,-63.0224,-18.1557,28.4671,72.3365,109.209,135.5183,148.7195,147.5357,132.0815,103.8517,65.5768,20.9589,-25.6862,-69.8468,-107.2515,-134.2822
0.199,-94.9666,-54.6584,-9.0528,37.4303,80.2856,115.3597,139.2534,149.6509,145.5444,127.3319,96.7787,56.8458,11.4034,-35.1441,-78.2855,-113.8396,-138.3605
0.1992,-87.7946,-46.0935,0.0838,46.2529,87.9304,121.0688,142.4499,149.9975,142.9786,122.0747,89.316,47.8836,1.8011,-44.4562,-86.3964,-119.9464,-141.8482
0.1994,-80.3033,-37.3593,9.22,54.9021,95.2419,126.3142,145.0955,149.7582,139.8486,116.331,81.4938,38.7268,-7.8086,-53.5841,-94.1456,-125.5462,-144.7305
0.1996,-72.5199,-28.4877,18.322,63.3453,102.1925,131.076,147.1798,148.9336,136.1666,110.1235,73.3434,29.4125,-17.3862,-62.4897,-101.5006,-130.6152,-146.995
0.1998,-64.4727,-19.5114,27.3559,71.5508,108.7557,135.3359,148.6948,147.5272,131.9473,103.4771,64.8978,19.9786,-26.8925,-71.1363,-108.4306,-135.132,-148.632
0.2,-56.191,-10.4635,36.2883,79.4879,114.9067,139.0776,149.6346,145.5444,127.2072,96.4181,56.191,10.4635,-36.2883,-79.4879,-114.9067,-139.0776,-149.6346
0.2002,-47.7049,-1.377,45.0859,87.1268,120.6221,142.2867,149.9957,142.9928,121.9651,88.9749,47.2579,0.9058,-45.5351,-87.5099,-120.9016,-142.4352,-149.9985
0.2004,-39.0453,7.7144,53.7161,94.4387,125.8804,144.951,149.7765,139.8826,116.2417,81.177,38.1346,-8.6555,-54.595,-95.1691,-126.3904,-145.1906,-149.7221
0.2006,-30.2437,16.7776,62.1468,101.3964,130.6615,147.0603,148.978,136.2259,110.0595,73.0555,28.8577,-18.1817,-63.4307,-102.4337,-131.35,-147.3323,-148.8067
0.2008,-21.3321,25.779,70.3468,107.9737,134.9474,148.6065,147.6033,132.0368,103.4429,64.6428,19.4647,-27.6339,-72.006,-109.2736,-135.7597,-148.8511,-147.2561
0.201,-12.343,34.6858,78.2855,114.1459,138.7218,149.5836,145.6576,127.3319,96.4181,55.9725,9.9933,-36.9737,-80.2856,-115.6604,-139.601,-149.7406,-145.0769
0.2012,-3.3089,43.465,85.9335,119.8898,141.9704,149.988,143.1486,122.1295,89.0128,47.079,0.4817,-46.1633,-88.2356,-121.5676,-142.8578,-149.9971,-142.2784
0.2014,5.7372,52.0845,93.2624,125.1839,144.6808,149.8181,140.0858,116.4499,81.2562,37.9978,-9.0318,-55.1651,-95.8232,-126.9708,-145.5164,-149.6195,-138.8727
0.2016,14.7625,60.5126,100.245,130.0084,146.8429,149.0745,136.4812,110.3153,73.1789,28.7652,-18.509,-63.9427,-103.0175,-131.8475,-147.5659,-148.6093,-134.8741
0.2018,23.7341,68.7183,106.8554,134.3451,148.4485,147.7601,132.3486,103.7496,64.8129,19.418,-27.9117,-72.4603,-109.7887,-136.1776,-148.9975,-146.9709,-130.2999
0.202,32.6193,76.6715,113.0689,138.1778,149.4913,145.8799,127.7041,96.7787,56.191,9.9933,-37.202,-80.6832,-116.1092,-139.943,-149.8052,-144.7112,-125.1695
0.2022,41.3859,84.3428,118.8626,141.4921,149.9675,143.4411,122.5657,89.4295,47.3474,0.5288,-46.3426,-88.5782,-121.9529,-143.1282,-149.9858,-141.8397,-119.5048
0.2024,50.0019,91.7042,124.2149,144.2755,149.8753,140.4531,116.9532,81.731,38.3169,-8.9378,-55.2966,-96.113,-127.2959,-145.72,-149.5384,-138.3686,-113.33
0.2026,58.4361,98.7285,129.106,146.5177,149.2151,136.9273,110.8883,73.7131,29.1352,-18.3687,-64.0279,-103.257,-132.1163,-147.7075,-148.4649,-134.3125,-106.6715
0.2028,66.6578,105.39,133.5176,148.2101,147.9892,132.8771,104.3944,65.4072,19.8385,-27.7265,-72.5015,-109.9812,-136.3941,-149.0826,-146.7699,-129.6886,-99.5576
0.203,74.6369,111.6642,137.4334,149.3466,146.2025,128.3182,97.4968,56.8458,10.4635,-36.9737,-80.6832,-116.2582,-140.112,-149.8396,-144.4603,-124.5164,-92.0188
0.2032,82.3447,117.528,140.8389,149.9227,143.8616,123.2679,90.2221,48.0622,1.0472,-46.0736,-88.5401,-122.0626,-143.2545,-149.9753,-141.5459,-118.8179,-84.0872
0.2034,89.7529,122.9598,143.7214,149.9363,140.9754,117.7457,82.5983,39.0908,-8.3732,-54.9898,-96.0406,-127.3706,-145.8089,-149.4892,-138.0389,-112.617,-75.7967
0.2036,96.8346,127.9398,146.0702,149.3874,137.5548,111.7725,74.6551,29.9668,-17.7606,-63.6868,-103.1544,-132.1609,-147.7646,-148.3832,-133.9539,-105.9401,-67.1826
0.2038,103.5642,132.4495,147.8766,148.278,133.6129,105.3714,66.4231,20.7256,-27.0779,-72.13,-109.8529,-136.4137,-149.1136,-146.662,-129.3081,-98.8152,-58.2818
0.204,109.9171,136.4725,149.1339,146.6124,129.1646,98.5668,57.9342,11.4034,-36.2883,-80.2856,-116.1092,-140.112,-149.8503,-144.3327,-124.1209,-91.2727,-49.1322
0.2042,115.8701,139.9939,149.8374,144.3967,124.2267,91.3848,49.2212,2.0367,-45.3555,-88.1212,-121.898,-143.2406,-149.9718,-141.405,-118.4141,-83.3442,-39.7728
0.2044,121.4018,143.0007,149.9845,141.6392,118.8179,83.8529,40.3178,-7.3379,-54.2437,-95.6055,-127.1961,-145.7868,-149.4774,-137.8909,-112.2114,-75.0635,-30.2437
0.2046,126.4918,145.4821,149.5746,138.3504,112.9588,75.9999,31.2585,-16.6839,-62.9178,-102.7088,-131.9821,-147.7402,-148.3694,-133.8051,-105.539,-66.4654,-20.5856
0.2048,131.1218,147.4287,148.6093,134.5425,106.6715,67.8559,22.0782,-25.9647,-71.3436,-109.4026,-136.2368,-149.093,-146.6521,-129.1646,-98.4247,-57.5863,-10.8395
0.205,135.2749,148.8336,147.0922,130.2298,99.9799,59.452,12.8125,-35.1441,-79.4879,-115.6604,-139.943,-149.8396,-144.3327,-123.9885,-90.8983,-48.4638,-1.0472
0.2052,138.9359,149.6914,145.0289,125.4286,92.9093,50.8205,3.4973,-44.1861,-87.3184,-121.4571,-143.0859,-149.977,-141.4207,-118.2983,-82.9913,-39.1363,8.7496
0.2054,142.0916,149.9991,142.427,120.1567,85.4866,41.9945,-5.8314,-53.0555,-94.8044,-126.7697,-145.6526,-149.5046,-137.928,-112.1176,-74.7368,-29.6435,18.509
0.2056,144.7305,149.7555,139.2962,114.4341,77.7399,33.0076,-15.1376,-61.7176,-101.9162,-131.577,-147.633,-148.4243,-133.869,-105.472,-66.1695,-20.0253,28.1895
0.2058,146.8429,148.9615,135.6482,108.2822,69.6985,23.8943,-24.3852,-70.1386,-108.6258,-135.8597,-149.0191,-146.7406,-129.2603,-98.3891,-57.3251,-10.3224,37.7496
0.206,148.4213,147.6201,131.4964,101.724,61.3929,14.6895,-33.5386,-78.2855,-114.9067,-139.601,-149.8052,-144.4603,-124.1209,-90.8983,-48.2407,-0.576,47.1486
0.2062,149.4598,145.7361,126.8564,94.7841,52.8547,5.4285,-42.5621,-86.1265,-120.7341,-142.7858,-149.9883,-141.5926,-118.4719,-83.0305,-38.9543,9.173,56.3463
0.2064,149.9547,143.3165,121.7453,87.4887,44.1161,-3.8533,-51.4211,-93.631,-126.085,-145.4014,-149.5675,-138.1493,-112.3364,-74.8185,-29.5049,18.8831,65.3035
0.2066,149.9042,140.3702,116.1821,79.865,35.2102,-13.1203,-60.0811,-100.7697,-130.9383,-147.4374,-148.5446,-134.1442,-105.7397,-66.2963,-19.9319,28.5134,73.982
0.2068,149.3084,136.908,110.1875,71.9417,26.171,-22.3371,-68.5088,-107.5147,-135.2749,-148.8857,-146.9236,-129.5938,-98.7088,-57.4992,-10.2754,38.0232,82.3447
0.207,148.1696,132.9427,103.7837,63.7484,17.0325,-31.4684,-76.6715,-113.8396,-139.0776,-149.7406,-144.7112,-124.5164,-91.2727,-48.4638,-0.576,47.3722,90.3559
0.2072,146.4918,128.4887,96.9945,55.316,7.8295,-40.4792,-84.5376,-119.7197,-142.3314,-149.9986,-141.9162,-118.9328,-83.4617,-39.2273,9.1259,56.521,97.9814
0.2074,144.2813,123.5626,89.8452,46.6761,-1.4032,-49.3349,-92.0767,-125.132,-145.0235,-149.6587,-138.5498,-112.8657,-75.3081,-29.8282,18.7896,65.4308,105.1887
0.2076,141.5459,118.1823,82.3622,37.8611,-10.6306,-58.0018,-99.2596,-130.0554,-147.1433,-148.7222,-134.6257,-106.3396,-66.8453,-20.3055,28.3746,74.064,111.947
0.2078,138.2957,112.3676,74.5734,28.904,-19.8177,-66.4466,-106.0586,-134.4706,-148.6823,-147.1929,-130.1596,-99.3812,-58.108,-10.6985,37.8408,82.3841,118.2274
0.208,134.5425,106.14,66.5076,19.8385,-28.9297,-74.6369,-112.4474,-138.3605,-149.6346,-145.0769,-125.1695,-92.0188,-49.1322,-1.0472,47.1486,90.3559,124.0032
0.2082,130.2999,99.5224,58.1949,10.6985,-37.932,-82.5415,-118.4012,-141.7098,-149.9963,-142.3826,-119.6755,-84.2822,-39.9546,8.6085,56.2589,97.9457,129.2497
